fold;epoch;train_loss;val_loss
2;53;0.0874084043063383;0.12941765344788875
2;54;0.08797158440805149;0.12903327081040503
2;55;0.0875874198236713;0.12927512393282553
3;1;0.14135702496894698;0.14883845998662446
3;2;0.11479333108152942;0.14279496229340877
3;3;0.11003402475101944;0.14098812834235835
3;4;0.10719082737111378;0.13978499282390025
3;5;0.10533217739626839;0.13682071637050272
3;6;0.10357859193100372;0.13564536417719766
3;7;0.10221739946457954;0.134499552398186
3;8;0.10108995176790377;0.13510113352625241
3;9;0.10045535836669522;0.1317809720895267
3;10;0.09917002956227966;0.13215196672184715
3;11;0.09847085710608783;0.13232162369075667
3;12;0.09770391936700859;0.13125467900498747
3;13;0.09717923254879342;0.1313523682467456
3;14;0.0965367637243263;0.13059576832932498
3;15;0.09593019769810865;0.13031232032209195
3;16;0.09550470569749445;0.13040908198491694
3;17;0.09507153820878592;0.13092595089245312
3;18;0.09481289278857005;0.12877102576086086
3;19;0.09414673839040603;0.12998493628695681
3;20;0.09395389519693235;0.13148398275299025
3;21;0.09381736788585708;0.12934640300428046
3;22;0.09317407070289334;0.13152901415387397
3;23;0.09330240260852621;0.12966207053347173
3;24;0.09270343976785755;0.12935024978859083
3;25;0.09193266537255275;0.1289100042484664
3;26;0.09116255650925872;0.1300496180619806
3;27;0.09102440813227973;0.1288180433929407
3;28;0.09067849424564858;0.12896893066101767
3;29;0.09059726216721378;0.1298500157782597
3;30;0.09069596364161328;0.12848545405371437
3;31;0.0903491043843194;0.1291861983447386
3;32;0.09041189302918938;0.12955961309446784
3;33;0.09019526435427454;0.12906302664006872
3;34;0.08979501925666604;0.1300419766657752
3;35;0.08958662242998401;0.12931552930308388
3;36;0.08965439017389516;0.1291472340562367
3;37;0.08885413512305235;0.12884111944677795
3;38;0.08873296613134506;0.12927469166151703
3;39;0.08863678290408958;0.1289201639133868
3;40;0.0885600065981242;0.12970080280795768
3;41;0.08885081957479482;0.12943837268672553
3;42;0.08837559333767686;0.12964787113071957
3;43;0.08822524658660519;0.12928650862184063
3;44;0.0880540886270941;0.1295293879975092
3;45;0.08807204241513028;0.12890428199152934
3;46;0.0884300111754624;0.12946213997460057
3;47;0.0880669481082646;0.12943372240501083
3;48;0.08776023371154335;0.1294366818820608
3;49;0.08780206965138335;0.1290649200418019
3;50;0.08768681108129181;0.12890509170998493
3;51;0.08777142444984525;0.12937579892135312
3;52;0.0872452734882101;0.12921347026827887
3;53;0.0874084043063383;0.12941765344788875
3;54;0.08797158440805149;0.12903327081040503
3;55;0.0875874198236713;0.12927512393282553
